NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,regiao,uf_prova,municipio_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,renda_per_capita,faixa_renda_per_capita,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,indice_tecnologico,indice_eletrodomesticos,indice_transporte,indice_estrutura_casa,indice_escolaridade_pais,indice_max_escolaridade_pais,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao,nota_media_geral
210058387361,4,Masculino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,CE,Tianguá,4.0,2.0,B,B,4,1,165.0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,6.0,4.0,Inglês,Sem problemas,619.9,621.9,630.7,725.1,140.0,120.0,120.0,160.0,160.0,700.0,649.4
210060811457,8,Feminino,2,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Norte,PA,Belém,5.0,4.0,F,B,2,1,330.0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,0,2,9.0,5.0,Espanhol,Sem problemas,379.5,367.7,441.6,502.8,120.0,120.0,120.0,120.0,120.0,600.0,422.9
210060214116,4,Feminino,2,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,CE,Fortaleza,1.0,2.0,C,E,2,1,330.0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,3.0,2.0,Inglês,Sem problemas,421.0,420.2,425.9,359.3,40.0,40.0,40.0,80.0,40.0,240.0,406.6
210059401158,12,Masculino,3,Parda,Brasileiro(a),4,15,Não Respondeu,Não é treineiro,Sudeste,RJ,Nilópolis,1.0,2.0,B,B,4,1,165.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1,0,2,3.0,2.0,Espanhol,Fuga ao tema,402.5,470.5,478.8,414.8,0.0,0.0,0.0,0.0,0.0,0.0,441.6
210059993979,16,Masculino,2,Preta,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Nordeste,MA,São Luís,1.0,4.0,C,B,2,4,1485.0,5,0,1,2,0,0,1,0,1,0,0,1,0,2,0,0,0,3,1,1,7,3,0,3,5.0,4.0,Espanhol,Sem problemas,523.7,539.9,459.6,365.9,120.0,120.0,120.0,120.0,80.0,560.0,472.3
210058387362,5,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Centro-Oeste,GO,Minaçu,6.0,5.0,D,B,4,6,1155.0,4,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,0,4,0,1,6,3,2,4,11.0,6.0,Espanhol,Sem problemas,586.4,600.2,606.2,693.5,160.0,200.0,160.0,200.0,200.0,920.0,621.6
210059868176,15,Masculino,2,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Norte,PA,Santarém,1.0,1.0,F,F,2,1,330.0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1,1,3,2.0,1.0,Espanhol,Sem problemas,342.5,416.3,455.6,395.0,100.0,120.0,140.0,140.0,60.0,560.0,402.4
210059974490,7,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Nordeste,PI,Teresina,1.0,2.0,A,A,7,0,0.0,1,0,1,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,4,3.0,2.0,Inglês,Sem problemas,516.1,620.3,484.6,541.4,140.0,200.0,160.0,180.0,120.0,800.0,540.6
210059897899,6,Feminino,1,Preta,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,BA,Vitória da Conquista,4.0,4.0,B,B,3,3,770.0,3,0,1,3,0,0,1,0,1,0,0,1,0,1,0,0,0,3,0,1,5,3,0,4,8.0,4.0,Espanhol,Sem problemas,527.4,557.5,557.9,491.5,120.0,120.0,120.0,120.0,80.0,560.0,533.6
210060441015,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Bragança Paulista,5.0,3.0,D,B,4,6,1155.0,4,0,2,2,1,0,1,1,1,0,0,1,1,1,0,0,0,4,1,1,7,5,1,4,8.0,5.0,Inglês,Sem problemas,553.7,615.7,614.1,737.3,160.0,200.0,180.0,180.0,200.0,920.0,630.2
210058573854,13,Feminino,2,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Sudeste,MG,Boa Esperança,1.0,3.0,C,B,6,1,110.0,1,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,4,2,1,3,4.0,3.0,Inglês,Sem problemas,542.9,427.6,478.3,553.2,120.0,120.0,120.0,120.0,100.0,580.0,500.5
210060376446,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Caxias do Sul,1.0,2.0,A,B,4,7,1485.0,5,0,2,3,1,0,2,2,1,0,0,1,1,2,0,0,0,3,1,1,7,7,1,5,3.0,2.0,Espanhol,Sem problemas,425.6,465.7,433.8,448.2,80.0,120.0,80.0,80.0,0.0,360.0,443.3
210059260093,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,BA,Barreiras,4.0,1.0,A,B,20,1,33.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.0,4.0,Inglês,Sem problemas,486.3,686.8,574.2,433.6,140.0,180.0,160.0,180.0,140.0,800.0,545.2
210061244826,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Jacareí,4.0,4.0,D,B,4,4,742.5,3,0,2,3,1,0,1,1,1,0,0,1,1,3,0,0,0,4,2,1,10,5,1,5,8.0,4.0,Espanhol,Sem problemas,529.8,553.2,587.5,666.0,160.0,200.0,200.0,200.0,180.0,940.0,584.1
210059602750,14,Masculino,2,Parda,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Nordeste,PB,Mamanguape,1.0,2.0,A,A,4,1,165.0,1,0,1,2,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,5,2,1,3,3.0,2.0,Inglês,Sem problemas,461.7,501.9,506.8,439.4,100.0,100.0,80.0,80.0,140.0,500.0,477.4
210058954702,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,CE,Fortaleza,4.0,3.0,B,C,4,3,577.5,2,0,1,1,1,1,1,0,1,0,0,0,1,2,0,0,0,4,2,1,9,3,2,2,7.0,4.0,Inglês,Sem problemas,617.8,679.5,600.1,689.5,120.0,180.0,180.0,160.0,180.0,820.0,646.7
210059974491,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Alvorada,2.0,4.0,F,B,5,1,132.0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,0,3,6.0,4.0,Inglês,Sem problemas,420.7,525.5,489.6,373.6,100.0,120.0,120.0,120.0,80.0,540.0,452.4
210060441016,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sul,RS,São Borja,4.0,4.0,C,D,3,2,550.0,2,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,5,2,1,3,8.0,4.0,Inglês,Sem problemas,371.5,585.6,571.1,511.2,120.0,120.0,120.0,120.0,60.0,540.0,509.8
210060376447,4,Feminino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Nordeste,MA,Paço do Lumiar,,2.0,F,B,5,1,132.0,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,6,2.0,2.0,Espanhol,Sem problemas,487.9,470.5,479.3,346.3,120.0,120.0,100.0,100.0,80.0,520.0,446.0
210058573855,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,RJ,São Fidélis,6.0,5.0,D,D,5,9,1716.0,5,0,2,3,1,0,1,0,1,0,0,1,0,1,0,0,0,3,1,1,6,3,1,5,11.0,6.0,Inglês,Sem problemas,618.6,613.9,634.5,701.3,160.0,200.0,160.0,180.0,160.0,860.0,642.1
210059260094,4,Masculino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,AP,Laranjal do Jari,,3.0,B,B,5,1,132.0,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,0,3,3.0,3.0,Espanhol,Cópia Texto Motivador,439.0,317.8,415.0,553.4,0.0,0.0,0.0,0.0,0.0,0.0,431.3
210061244827,3,Feminino,1,Preta,Brasileiro(a),2,0,Privada,Não é treineiro,Sudeste,SP,Guarulhos,4.0,4.0,F,B,5,3,462.0,2,0,1,2,0,1,1,0,1,0,0,1,0,1,0,0,1,3,0,1,6,3,1,3,8.0,4.0,Espanhol,Sem problemas,528.1,637.2,585.4,511.6,120.0,180.0,140.0,140.0,200.0,780.0,565.6
210061347490,5,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,AL,Maceió,2.0,2.0,C,B,4,1,165.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,2,4.0,2.0,Espanhol,Sem problemas,398.3,534.0,509.4,417.0,120.0,120.0,120.0,140.0,180.0,680.0,464.7
210059602751,10,Feminino,1,Preta,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Nordeste,BA,Camaçari,4.0,4.0,B,B,1,1,660.0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,3,8.0,4.0,Inglês,Sem problemas,579.5,582.7,584.8,469.7,120.0,200.0,120.0,120.0,120.0,680.0,554.2
210058954704,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,PE,Abreu e Lima,,2.0,B,B,3,1,220.0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,5,2,0,3,2.0,2.0,Espanhol,Sem problemas,453.6,511.8,479.3,446.4,80.0,160.0,120.0,120.0,160.0,640.0,472.8
210059897901,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,PI,Teresina,2.0,,A,A,3,1,220.0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,2,2.0,2.0,Espanhol,Sem problemas,357.1,437.9,561.1,442.8,100.0,100.0,60.0,60.0,0.0,320.0,449.7
210060441017,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,PR,Curitiba,4.0,5.0,B,D,2,3,1155.0,4,0,2,3,0,0,1,1,1,1,0,1,0,1,0,0,1,3,1,1,7,5,0,5,9.0,5.0,Inglês,Sem problemas,533.7,570.2,564.2,506.0,120.0,120.0,120.0,120.0,140.0,620.0,543.5
210060376448,12,Feminino,1,Branca,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Nordeste,BA,Lauro de Freitas,,,F,F,2,2,825.0,3,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0,2,1,1,5,3,0,3,0.0,,Inglês,Sem problemas,469.7,568.9,525.8,367.5,120.0,160.0,120.0,120.0,100.0,620.0,483.0
210061244828,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,PE,Jaboatão dos Guararapes,1.0,5.0,C,B,2,2,825.0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,2,6.0,5.0,Inglês,Sem problemas,532.8,538.3,542.1,382.6,160.0,180.0,120.0,120.0,100.0,680.0,498.9
210061347492,11,Feminino,1,Parda,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Nordeste,BA,Vitória da Conquista,0.0,1.0,A,B,3,1,220.0,1,0,1,2,0,0,1,1,1,0,0,1,0,1,1,0,0,2,1,1,6,4,0,3,1.0,1.0,Espanhol,Sem problemas,441.6,464.5,515.0,553.0,120.0,120.0,100.0,120.0,140.0,600.0,493.5
210059602752,7,Feminino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Nordeste,SE,Poço Verde,2.0,2.0,A,A,4,0,0.0,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,2,3,4.0,2.0,Espanhol,Sem problemas,344.1,388.9,340.1,389.5,60.0,80.0,60.0,40.0,0.0,240.0,365.6
210058954706,4,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Sudeste,SP,São Vicente,5.0,5.0,D,D,4,0,0.0,1,0,1,2,1,1,1,2,1,0,0,1,1,3,1,1,1,4,2,1,13,6,2,3,10.0,5.0,Inglês,Sem problemas,663.3,628.9,628.5,763.8,140.0,180.0,160.0,180.0,200.0,860.0,671.1
210060441018,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Avaré,4.0,6.0,B,D,3,4,990.0,3,0,1,2,1,0,1,1,1,0,0,0,1,1,0,0,0,3,1,1,6,4,1,3,10.0,6.0,Inglês,Sem problemas,562.1,590.1,590.1,669.2,160.0,180.0,160.0,180.0,200.0,880.0,602.9
210058575144,4,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Norte,PA,Mãe do Rio,1.0,2.0,A,D,3,1,220.0,1,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,3.0,2.0,Inglês,Sem problemas,398.9,577.2,521.4,445.9,180.0,200.0,200.0,180.0,160.0,920.0,485.8
210061244829,9,Feminino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Sudeste,RJ,Rio de Janeiro,,3.0,F,B,2,1,330.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,2,0,2,3.0,3.0,Espanhol,Sem problemas,420.2,537.2,484.7,365.7,80.0,120.0,80.0,80.0,40.0,400.0,452.0
210061347495,11,Feminino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Sudeste,SP,São Paulo,2.0,4.0,C,C,5,2,330.0,1,0,3,2,2,0,1,0,1,0,0,0,0,2,0,0,1,4,1,1,9,2,2,5,6.0,4.0,Inglês,Sem problemas,572.1,587.8,560.1,590.4,140.0,200.0,160.0,160.0,140.0,800.0,577.6
210059974494,4,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,PE,Recife,3.0,4.0,C,F,2,1,330.0,1,0,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1,1,6,2,1,4,7.0,4.0,Espanhol,Sem problemas,486.6,458.0,456.5,376.4,120.0,180.0,160.0,180.0,160.0,800.0,444.4
210060441019,13,Feminino,2,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Sudeste,RJ,Miracema,4.0,4.0,C,B,4,2,412.5,2,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,0,3,8.0,4.0,Espanhol,Sem problemas,488.2,575.8,499.6,566.0,120.0,100.0,120.0,120.0,100.0,560.0,532.4
210060376450,13,Masculino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Nordeste,BA,Lauro de Freitas,3.0,1.0,C,C,3,2,550.0,2,0,2,2,0,1,1,1,1,1,0,0,0,2,0,0,1,3,1,1,8,4,1,4,4.0,3.0,Inglês,Sem problemas,552.1,560.6,490.7,606.1,120.0,120.0,80.0,80.0,120.0,520.0,552.4
210058575145,3,Feminino,3,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Centro-Oeste,MS,Campo Grande,4.0,4.0,B,B,3,3,770.0,3,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,3,8.0,4.0,Inglês,Sem problemas,544.1,521.6,525.3,509.9,160.0,40.0,40.0,140.0,40.0,420.0,525.2
210059260097,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,São Bernardo do Campo,4.0,4.0,D,D,3,4,990.0,3,0,1,2,1,0,1,1,1,0,0,1,1,2,0,0,0,2,1,1,6,5,1,3,8.0,4.0,Inglês,Sem problemas,593.0,632.7,575.1,621.7,140.0,180.0,160.0,180.0,180.0,840.0,605.6
210061244830,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,MG,São José da Lapa,1.0,4.0,F,B,4,8,1815.0,5,0,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,4,0,1,6,3,2,3,5.0,4.0,Inglês,Sem problemas,399.1,561.2,518.7,542.9,120.0,160.0,120.0,120.0,80.0,600.0,505.5
210061348783,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Centro-Oeste,MT,Cuiabá,3.0,4.0,C,B,4,3,577.5,2,0,2,3,0,0,1,1,1,0,0,1,0,2,0,1,0,4,0,1,8,4,0,5,7.0,4.0,Espanhol,Sem problemas,451.0,479.1,504.1,405.5,80.0,40.0,40.0,80.0,40.0,280.0,459.9
210059602754,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,MG,Belo Horizonte,2.0,4.0,F,C,3,3,770.0,3,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,3,1,1,6,3,0,3,6.0,4.0,Inglês,Sem problemas,571.8,596.5,616.8,638.6,160.0,180.0,160.0,140.0,200.0,840.0,605.9
210058954709,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,CE,Tianguá,4.0,4.0,C,B,5,1,132.0,1,0,2,3,1,0,1,1,0,0,0,0,1,4,1,0,0,4,2,1,12,3,1,5,8.0,4.0,Espanhol,Sem problemas,547.4,592.6,551.2,593.3,160.0,200.0,180.0,200.0,200.0,940.0,571.1
210059897903,6,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Nordeste,PE,Limoeiro,4.0,4.0,F,F,6,1,110.0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,5,1,1,3,8.0,4.0,Inglês,Sem problemas,606.5,520.5,493.6,641.9,100.0,120.0,120.0,100.0,60.0,500.0,565.6
210060441020,5,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,BA,Salvador,3.0,1.0,A,B,3,1,220.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,4.0,3.0,Espanhol,Sem problemas,555.6,555.9,530.2,557.4,120.0,180.0,160.0,160.0,140.0,760.0,549.8
210060376451,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,PA,Marabá,1.0,1.0,A,B,3,1,220.0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,2.0,1.0,Espanhol,Sem problemas,459.8,579.5,557.0,501.3,160.0,200.0,140.0,200.0,180.0,880.0,524.4
210059260098,6,Masculino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Nordeste,PB,Sousa,1.0,1.0,C,B,5,3,462.0,2,0,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,4,1,1,7,2,1,3,2.0,1.0,Espanhol,Sem problemas,451.6,504.9,597.9,541.5,160.0,120.0,160.0,120.0,160.0,720.0,524.0
210061103983,5,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,PA,Paragominas,2.0,2.0,A,A,4,6,1155.0,4,0,3,3,1,1,2,1,1,0,1,1,0,1,0,1,0,1,0,1,4,6,2,6,4.0,2.0,Espanhol,Sem problemas,507.4,574.1,509.5,462.2,120.0,200.0,180.0,180.0,180.0,860.0,513.3
210060214123,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Montenegro,,1.0,A,A,3,7,1980.0,5,0,2,3,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,4,6,1,5,1.0,1.0,Inglês,Sem problemas,466.5,562.0,567.7,456.7,120.0,120.0,120.0,120.0,120.0,600.0,513.2
210059993987,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Norte,PA,Santarém,1.0,6.0,B,B,4,1,165.0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,0,4,7.0,6.0,Inglês,Sem problemas,496.7,427.2,364.4,459.7,80.0,120.0,100.0,120.0,100.0,520.0,437.0
210058073320,2,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Sudeste,MG,Manhumirim,0.0,1.0,A,A,3,3,770.0,3,0,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,4,3,0,4,1.0,1.0,Inglês,Sem problemas,577.8,638.4,559.6,707.1,140.0,120.0,140.0,120.0,80.0,600.0,620.7
210058387368,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,MG,São Lourenço,2.0,4.0,C,B,3,1,220.0,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,6,2,0,3,6.0,4.0,Inglês,Sem problemas,438.7,512.9,506.6,368.7,120.0,120.0,120.0,120.0,100.0,580.0,456.7
210061103984,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,MG,Januária,4.0,4.0,B,B,3,2,550.0,2,0,1,2,0,1,1,0,1,0,0,1,0,2,1,0,0,3,1,1,8,3,1,3,8.0,4.0,Espanhol,Sem problemas,550.0,540.3,558.5,515.8,160.0,120.0,120.0,140.0,120.0,660.0,541.2
210060214124,13,Masculino,1,Preta,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Norte,RO,Ji-Paraná,1.0,1.0,A,B,2,1,330.0,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,3,2,0,3,2.0,1.0,Espanhol,Sem problemas,339.3,425.1,454.0,329.3,140.0,160.0,120.0,140.0,120.0,680.0,386.9
210059401167,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,RJ,Macaé,1.0,4.0,C,D,4,2,412.5,2,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,1,4,3,2,2,5.0,4.0,Inglês,Sem problemas,413.3,426.4,517.0,539.0,120.0,100.0,100.0,80.0,80.0,480.0,473.9
210060227216,10,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Sudeste,RJ,Seropédica,1.0,4.0,F,B,2,1,330.0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,0,3,5.0,4.0,Espanhol,Sem problemas,467.3,471.8,463.6,434.4,120.0,120.0,100.0,120.0,40.0,500.0,459.3
210059401169,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Barueri,5.0,5.0,E,E,4,4,742.5,3,0,3,3,2,0,1,1,1,0,0,1,1,2,0,0,1,4,1,1,9,5,2,6,10.0,5.0,Inglês,Sem problemas,461.9,593.8,527.5,456.6,160.0,200.0,180.0,200.0,200.0,940.0,509.9
210059993990,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,AL,Arapiraca,2.0,3.0,A,A,2,1,330.0,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,1,5,3,0,3,5.0,3.0,Inglês,Sem problemas,649.2,657.5,627.8,794.8,160.0,200.0,200.0,200.0,200.0,960.0,682.3
210059974489,3,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,RJ,Rio de Janeiro,2.0,4.0,C,B,3,3,770.0,3,0,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,3,1,1,7,3,0,3,6.0,4.0,Inglês,Sem problemas,433.4,504.9,527.3,409.8,120.0,180.0,120.0,120.0,80.0,620.0,468.8
210060441014,11,Feminino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Sudeste,SP,São Paulo,3.0,3.0,B,B,2,2,825.0,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,4,2,0,2,6.0,3.0,Inglês,Sem problemas,445.7,556.0,531.7,581.0,80.0,120.0,120.0,80.0,40.0,440.0,528.6
210060376445,7,Feminino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Nordeste,MA,São Luís,2.0,2.0,A,A,4,2,412.5,2,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,0,4,4.0,2.0,Espanhol,Sem problemas,496.4,614.4,596.2,433.6,100.0,200.0,100.0,120.0,120.0,640.0,535.2
210058573853,2,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,MA,Pedreiras,1.0,2.0,A,B,4,1,165.0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,1,3,3.0,2.0,Espanhol,Sem problemas,485.5,489.5,521.7,463.4,140.0,160.0,120.0,160.0,140.0,720.0,490.0
210061244825,6,Feminino,1,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Nordeste,PI,Água Branca,4.0,4.0,F,C,2,0,0.0,1,0,2,3,0,1,1,0,0,0,0,1,0,1,1,0,0,2,1,1,6,2,1,5,8.0,4.0,Inglês,Sem problemas,646.1,673.9,627.8,714.7,140.0,180.0,120.0,160.0,180.0,780.0,665.6
210061347488,11,Feminino,1,Parda,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Nordeste,PI,Valença do Piauí,1.0,1.0,A,A,4,1,165.0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,3,2.0,1.0,Inglês,Sem problemas,434.4,427.4,518.3,497.4,100.0,120.0,80.0,120.0,60.0,480.0,469.4
210059602749,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,RJ,Rio de Janeiro,5.0,4.0,E,B,3,6,1540.0,5,0,1,3,1,0,1,0,1,0,0,1,1,3,1,1,1,4,2,1,13,4,1,4,9.0,5.0,Espanhol,Sem problemas,469.4,495.5,563.0,465.3,120.0,180.0,140.0,140.0,120.0,700.0,498.3
210058954700,2,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,RJ,Rio de Janeiro,,3.0,F,A,6,1,110.0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,4,2,0,3,3.0,3.0,Inglês,Sem problemas,403.2,614.9,510.1,507.6,160.0,200.0,140.0,140.0,140.0,780.0,508.9
210058073321,4,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,PA,Parauapebas,1.0,1.0,B,D,5,4,594.0,2,0,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0,3,0,1,6,2,2,3,2.0,1.0,Espanhol,Sem problemas,483.4,560.3,545.5,654.3,160.0,200.0,180.0,200.0,180.0,920.0,560.9
