NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,municipio_prova,uf_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao
210061103978,9,Feminino,1,Preta,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Uberlândia,MG,B,A,A,A,5,C,A,B,C,B,B,B,B,A,A,A,A,A,B,A,A,A,D,A,A,Inglês,Sem problemas,411.3,476.4,464.8,374.5,140.0,120.0,120.0,120.0,100.0,600.0
210059993982,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Paraty,RJ,B,C,A,B,4,E,A,B,D,A,A,B,B,A,A,A,A,A,D,A,A,A,D,B,B,Inglês,Sem problemas,385.2,448.0,484.5,384.1,80.0,80.0,80.0,80.0,0.0,320.0
210058073315,9,Feminino,1,Branca,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,São Carlos,SP,E,E,C,C,2,E,A,B,C,A,A,B,B,B,A,A,B,B,B,A,B,B,C,C,B,Inglês,Sem problemas,429.5,580.7,543.9,480.3,120.0,120.0,140.0,120.0,120.0,620.0
210059868179,5,Feminino,1,Amarela,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Brasília,DF,D,B,C,B,3,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,458.6,535.2,567.6,335.0,120.0,140.0,120.0,120.0,120.0,620.0
210058387365,11,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Torres,RS,A,A,F,B,3,C,A,B,B,B,A,B,A,B,A,A,A,B,B,A,A,A,B,A,B,Inglês,Sem problemas,424.7,475.3,484.1,486.5,100.0,60.0,40.0,60.0,0.0,260.0
210060811461,2,Masculino,0,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Itacoatiara,AM,E,E,D,F,6,G,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,Inglês,Sem problemas,578.2,631.4,568.0,467.9,80.0,120.0,100.0,100.0,40.0,440.0
210061103979,4,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Salvador,BA,E,E,B,B,2,C,A,C,D,A,A,B,B,B,B,A,B,A,D,A,B,A,D,A,B,Inglês,Sem problemas,380.0,429.4,455.5,364.0,100.0,120.0,80.0,80.0,80.0,460.0
210060214120,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Limeira,SP,E,G,F,B,3,D,A,B,C,B,A,B,A,B,A,A,B,B,B,A,A,A,D,C,B,Espanhol,Sem problemas,490.1,519.0,478.7,632.6,120.0,120.0,120.0,120.0,0.0,480.0
210059401162,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,D,D,B,B,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Cópia Texto Motivador,0.0,318.7,317.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210059993983,3,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Juazeiro do Norte,CE,E,E,B,C,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,740.5,662.0,683.9,830.8,180.0,200.0,200.0,200.0,200.0,980.0
210059868180,4,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Bom Jesus,PI,H,E,F,B,6,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,566.8,346.0,370.2,580.2,160.0,200.0,140.0,180.0,180.0,860.0
210059085171,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Floresta,PE,D,E,C,A,4,B,A,C,C,B,A,B,A,B,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,530.1,508.0,550.8,528.7,180.0,180.0,180.0,200.0,160.0,900.0
210060811462,17,Masculino,2,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,H,H,D,B,4,G,A,D,D,B,A,B,B,B,A,A,B,B,C,B,A,A,E,D,B,Inglês,Sem problemas,535.9,581.6,517.0,522.7,100.0,120.0,120.0,100.0,80.0,520.0
210059540803,7,Feminino,1,Preta,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Paço do Lumiar,MA,C,C,B,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,A,Espanhol,Sem problemas,467.8,569.3,532.0,523.9,140.0,140.0,100.0,120.0,100.0,600.0
210059993984,8,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Breves,PA,B,F,D,B,6,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,Espanhol,Sem problemas,404.9,467.8,468.9,403.2,80.0,120.0,120.0,120.0,40.0,480.0
210058073317,4,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Boa Vista,RR,E,G,B,D,4,J,A,D,D,B,A,B,B,B,A,A,B,B,B,A,A,B,D,B,B,Espanhol,Sem problemas,420.9,617.3,545.4,504.5,160.0,180.0,160.0,180.0,100.0,780.0
210058387367,9,Feminino,1,Preta,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Salvador,BA,B,E,B,D,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,414.6,574.5,495.3,370.9,100.0,120.0,120.0,140.0,80.0,560.0
210059401164,6,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Dias d'Ávila,BA,C,C,C,B,5,A,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,A,C,B,B,Espanhol,Sem problemas,506.1,573.3,472.3,390.3,160.0,200.0,120.0,120.0,120.0,720.0
210058073318,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Belém,PA,H,E,A,B,2,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,589.9,524.7,500.2,588.8,140.0,200.0,200.0,180.0,180.0,900.0
210060214114,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,G,G,E,E,4,Q,D,D,D,C,A,B,C,B,B,A,B,B,D,B,B,A,E,D,B,Inglês,Sem problemas,769.0,684.5,669.3,901.7,160.0,200.0,180.0,200.0,200.0,940.0
210058073310,4,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Zé Doca,MA,H,E,B,B,4,B,A,B,C,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,Espanhol,Sem problemas,413.7,492.5,389.4,371.5,80.0,100.0,80.0,60.0,0.0,320.0
210058387360,10,Masculino,1,Parda,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Santo Antônio do Descoberto,GO,B,C,B,B,5,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,452.5,495.1,572.4,555.3,160.0,160.0,140.0,140.0,140.0,740.0
210060811456,4,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Patos,PB,E,G,D,D,4,F,A,C,D,B,A,B,A,A,A,A,B,A,B,A,A,A,D,B,B,Inglês,Sem problemas,578.7,661.5,609.6,469.1,160.0,200.0,200.0,200.0,200.0,960.0
210059540797,5,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Campos do Jordão,SP,D,C,A,B,2,E,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,549.6,652.5,607.7,678.7,160.0,200.0,160.0,180.0,180.0,880.0
210061103975,11,Feminino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Embu das Artes,SP,E,B,B,B,3,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,542.2,532.4,546.4,498.7,80.0,100.0,80.0,60.0,40.0,360.0
210059401157,9,Masculino,1,Parda,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Girau do Ponciano,AL,D,D,A,A,3,B,A,C,D,A,A,B,A,B,A,A,A,A,B,A,A,B,B,A,B,Espanhol,Sem problemas,434.7,467.1,360.6,350.6,60.0,120.0,60.0,100.0,100.0,440.0
210059085167,3,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Diamantina,MG,B,A,C,B,4,D,A,C,C,B,C,B,A,A,A,A,A,B,B,A,A,A,D,B,B,Inglês,Sem problemas,511.5,587.7,549.1,677.3,160.0,200.0,160.0,180.0,180.0,880.0
210060811458,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Rio de Janeiro,RJ,C,E,B,B,4,B,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,B,A,A,Inglês,Sem problemas,448.0,529.5,574.6,511.4,120.0,160.0,120.0,120.0,100.0,620.0
210061103976,5,Masculino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Maracanaú,CE,D,E,C,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Inglês,Sem problemas,548.0,650.5,573.1,608.0,160.0,200.0,160.0,160.0,200.0,880.0
210059401159,12,Feminino,3,Parda,Brasileiro(a),4,15,Não Respondeu,Não é treineiro,Londrina,PR,B,B,B,B,3,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,505.5,632.0,544.1,601.7,80.0,100.0,80.0,100.0,40.0,400.0
210059868177,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Feira de Santana,BA,B,C,D,D,3,A,A,B,C,C,B,B,B,A,A,A,B,A,D,A,A,A,D,A,B,Espanhol,Sem problemas,491.7,510.1,473.2,481.0,120.0,120.0,80.0,120.0,40.0,480.0
210058387363,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Curitiba,PR,E,E,D,D,3,G,A,C,C,C,A,C,C,B,A,A,B,B,D,B,B,A,D,B,B,Inglês,Sem problemas,501.5,520.8,582.9,571.0,160.0,200.0,160.0,160.0,180.0,860.0
210059085168,4,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Rio de Janeiro,RJ,D,E,B,B,4,C,A,B,B,A,A,B,B,B,A,A,A,A,B,A,B,A,C,A,B,Espanhol,Sem problemas,440.2,563.0,574.4,620.6,140.0,180.0,120.0,160.0,80.0,680.0
210059540800,5,Feminino,1,Parda,Brasileiro(a),1,0,Não Respondeu,Não é treineiro,Queimados,RJ,H,F,C,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Inglês,Fuga ao tema,0.0,320.0,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210059993978,5,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,São Cristóvão,SE,B,D,C,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,568.2,511.9,518.3,401.4,120.0,120.0,80.0,100.0,100.0,520.0
210058073311,11,Feminino,1,Parda,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,São Luís,MA,C,F,C,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,A,Inglês,Sem problemas,487.7,533.9,541.4,467.9,160.0,120.0,120.0,120.0,120.0,640.0
210059868175,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Aracaju,SE,D,D,D,F,5,C,A,B,C,B,A,B,B,B,A,A,B,A,C,A,B,A,E,A,B,Espanhol,Sem problemas,530.7,572.5,598.0,561.2,160.0,200.0,180.0,200.0,200.0,940.0
210058387361,4,Masculino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Tianguá,CE,E,C,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,Inglês,Sem problemas,619.9,621.9,630.7,725.1,140.0,120.0,120.0,160.0,160.0,700.0
210060811457,8,Feminino,2,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Belém,PA,F,E,F,B,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,379.5,367.7,441.6,502.8,120.0,120.0,120.0,120.0,120.0,600.0
210060214116,4,Feminino,2,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,B,C,C,E,2,B,A,B,B,A,C,B,B,A,A,A,A,A,A,A,A,A,B,A,B,Inglês,Sem problemas,421.0,420.2,425.9,359.3,40.0,40.0,40.0,80.0,40.0,240.0
210059401158,12,Masculino,3,Parda,Brasileiro(a),4,15,Não Respondeu,Não é treineiro,Nilópolis,RJ,B,C,B,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,Espanhol,Fuga ao tema,402.5,470.5,478.8,414.8,0.0,0.0,0.0,0.0,0.0,0.0
210059993979,16,Masculino,2,Preta,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,São Luís,MA,B,E,C,B,2,E,A,B,C,A,A,B,A,B,A,A,B,A,C,A,A,A,D,B,B,Espanhol,Sem problemas,523.7,539.9,459.6,365.9,120.0,120.0,120.0,120.0,80.0,560.0
210058387362,5,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Minaçu,GO,G,F,D,B,4,G,A,B,D,B,B,B,B,A,A,A,B,A,B,A,A,A,E,A,B,Espanhol,Sem problemas,586.4,600.2,606.2,693.5,160.0,200.0,160.0,200.0,200.0,920.0
210059868176,15,Masculino,2,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Santarém,PA,B,B,F,F,2,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,342.5,416.3,455.6,395.0,100.0,120.0,140.0,140.0,60.0,560.0
210059974490,7,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Teresina,PI,B,C,A,A,7,A,A,B,D,A,C,B,A,B,A,A,A,A,B,A,A,A,A,B,B,Inglês,Sem problemas,516.1,620.3,484.6,541.4,140.0,200.0,160.0,180.0,120.0,800.0
210059897899,6,Feminino,1,Preta,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Vitória da Conquista,BA,E,E,B,B,3,D,A,B,D,A,A,B,A,B,A,A,B,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,527.4,557.5,557.9,491.5,120.0,120.0,120.0,120.0,80.0,560.0
210060441015,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Bragança Paulista,SP,F,D,D,B,4,G,A,C,C,B,A,B,B,B,A,A,B,B,B,A,A,A,E,B,B,Inglês,Sem problemas,553.7,615.7,614.1,737.3,160.0,200.0,180.0,180.0,200.0,920.0
210058573854,13,Feminino,2,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Boa Esperança,MG,B,D,C,B,6,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,542.9,427.6,478.3,553.2,120.0,120.0,120.0,120.0,100.0,580.0
210060376446,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Caxias do Sul,RS,B,C,A,B,4,H,A,C,D,B,A,C,C,B,A,A,B,B,C,A,A,A,D,B,B,Espanhol,Sem problemas,425.6,465.7,433.8,448.2,80.0,120.0,80.0,80.0,0.0,360.0
210059260093,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Barreiras,BA,E,B,A,B,20,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Inglês,Sem problemas,486.3,686.8,574.2,433.6,140.0,180.0,160.0,180.0,140.0,800.0
210061244826,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Jacareí,SP,E,E,D,B,4,E,A,C,D,B,A,B,B,B,A,A,B,B,D,A,A,A,E,C,B,Espanhol,Sem problemas,529.8,553.2,587.5,666.0,160.0,200.0,200.0,200.0,180.0,940.0
210059602750,14,Masculino,2,Parda,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Mamanguape,PB,B,C,A,A,4,B,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,A,B,B,B,Inglês,Sem problemas,461.7,501.9,506.8,439.4,100.0,100.0,80.0,80.0,140.0,500.0
210058954702,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,E,D,B,C,4,D,A,B,B,B,B,B,A,B,A,A,A,B,C,A,A,A,E,C,B,Inglês,Sem problemas,617.8,679.5,600.1,689.5,120.0,180.0,180.0,160.0,180.0,820.0
210059974491,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Alvorada,RS,C,E,F,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Inglês,Sem problemas,420.7,525.5,489.6,373.6,100.0,120.0,120.0,120.0,80.0,540.0
210060441016,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Borja,RS,E,E,C,D,3,C,A,B,C,B,A,B,A,A,A,A,B,A,B,A,A,A,D,B,A,Inglês,Sem problemas,371.5,585.6,571.1,511.2,120.0,120.0,120.0,120.0,60.0,540.0
210060376447,4,Feminino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Paço do Lumiar,MA,H,C,F,B,5,B,D,B,C,A,A,B,B,A,A,A,A,A,A,A,A,A,D,A,A,Espanhol,Sem problemas,487.9,470.5,479.3,346.3,120.0,120.0,100.0,100.0,80.0,520.0
210058573855,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,São Fidélis,RJ,G,F,D,D,5,J,A,C,D,B,A,B,A,B,A,A,B,A,B,A,A,A,D,B,B,Inglês,Sem problemas,618.6,613.9,634.5,701.3,160.0,200.0,160.0,180.0,160.0,860.0
210059260094,4,Masculino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Laranjal do Jari,AP,H,D,B,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Cópia Texto Motivador,439.0,317.8,415.0,553.4,0.0,0.0,0.0,0.0,0.0,0.0
210061244827,3,Feminino,1,Preta,Brasileiro(a),2,0,Privada,Não é treineiro,Guarulhos,SP,E,E,F,B,5,D,A,B,C,A,B,B,A,B,A,A,B,A,B,A,A,B,D,A,B,Espanhol,Sem problemas,528.1,637.2,585.4,511.6,120.0,180.0,140.0,140.0,200.0,780.0
210061347490,5,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Maceió,AL,C,C,C,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,A,Espanhol,Sem problemas,398.3,534.0,509.4,417.0,120.0,120.0,120.0,140.0,180.0,680.0
210059602751,10,Feminino,1,Preta,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Camaçari,BA,E,E,B,B,1,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,579.5,582.7,584.8,469.7,120.0,200.0,120.0,120.0,120.0,680.0
210058954704,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Abreu e Lima,PE,H,C,B,B,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,453.6,511.8,479.3,446.4,80.0,160.0,120.0,120.0,160.0,640.0
210059897901,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Teresina,PI,C,H,A,A,3,B,A,A,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,357.1,437.9,561.1,442.8,100.0,100.0,60.0,60.0,0.0,320.0
210060441017,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Curitiba,PR,E,F,B,D,2,D,A,C,D,A,A,B,B,B,B,A,B,A,B,A,A,B,D,B,B,Inglês,Sem problemas,533.7,570.2,564.2,506.0,120.0,120.0,120.0,120.0,140.0,620.0
210060376448,12,Feminino,1,Branca,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Lauro de Freitas,BA,H,H,F,F,2,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,C,B,B,Inglês,Sem problemas,469.7,568.9,525.8,367.5,120.0,160.0,120.0,120.0,100.0,620.0
210061244828,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Jaboatão dos Guararapes,PE,B,F,C,B,2,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,532.8,538.3,542.1,382.6,160.0,180.0,120.0,120.0,100.0,680.0
210061347492,11,Feminino,1,Parda,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Vitória da Conquista,BA,A,B,A,B,3,B,A,B,C,A,A,B,B,B,A,A,B,A,B,B,A,A,C,B,B,Espanhol,Sem problemas,441.6,464.5,515.0,553.0,120.0,120.0,100.0,120.0,140.0,600.0
210059602752,7,Feminino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Poço Verde,SE,C,C,A,A,4,A,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,344.1,388.9,340.1,389.5,60.0,80.0,60.0,40.0,0.0,240.0
210058954706,4,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,São Vicente,SP,F,F,D,D,4,A,A,B,C,B,B,B,C,B,A,A,B,B,D,B,B,B,E,C,B,Inglês,Sem problemas,663.3,628.9,628.5,763.8,140.0,180.0,160.0,180.0,200.0,860.0
210060441018,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Avaré,SP,E,G,B,D,3,E,A,B,C,B,A,B,B,B,A,A,A,B,B,A,A,A,D,B,B,Inglês,Sem problemas,562.1,590.1,590.1,669.2,160.0,180.0,160.0,180.0,200.0,880.0
210058575144,4,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Mãe do Rio,PA,B,C,A,D,3,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,Inglês,Sem problemas,398.9,577.2,521.4,445.9,180.0,200.0,200.0,180.0,160.0,920.0
210061244829,9,Feminino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,H,D,F,B,2,B,B,B,A,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,420.2,537.2,484.7,365.7,80.0,120.0,80.0,80.0,40.0,400.0
210061347495,11,Feminino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,São Paulo,SP,C,E,C,C,5,C,A,D,C,C,A,B,A,B,A,A,A,A,C,A,A,B,E,B,B,Inglês,Sem problemas,572.1,587.8,560.1,590.4,140.0,200.0,160.0,160.0,140.0,800.0
210059974494,4,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Recife,PE,D,E,C,F,2,B,A,C,C,A,B,B,B,A,A,A,A,A,B,B,A,A,C,B,B,Espanhol,Sem problemas,486.6,458.0,456.5,376.4,120.0,180.0,160.0,180.0,160.0,800.0
210060441019,13,Feminino,2,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Miracema,RJ,E,E,C,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,488.2,575.8,499.6,566.0,120.0,100.0,120.0,120.0,100.0,560.0
210060376450,13,Masculino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Lauro de Freitas,BA,D,B,C,C,3,C,A,C,C,A,B,B,B,B,B,A,A,A,C,A,A,B,D,B,B,Inglês,Sem problemas,552.1,560.6,490.7,606.1,120.0,120.0,80.0,80.0,120.0,520.0
210058575145,3,Feminino,3,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Campo Grande,MS,E,E,B,B,3,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,544.1,521.6,525.3,509.9,160.0,40.0,40.0,140.0,40.0,420.0
210059260097,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,São Bernardo do Campo,SP,E,E,D,D,3,E,A,B,C,B,A,B,B,B,A,A,B,B,C,A,A,A,C,B,B,Inglês,Sem problemas,593.0,632.7,575.1,621.7,140.0,180.0,160.0,180.0,180.0,840.0
210061244830,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,São José da Lapa,MG,B,E,F,B,4,I,A,B,C,B,B,B,A,B,A,A,B,A,B,A,A,A,E,A,B,Inglês,Sem problemas,399.1,561.2,518.7,542.9,120.0,160.0,120.0,120.0,80.0,600.0
210061348783,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Cuiabá,MT,D,E,C,B,4,D,A,C,D,A,A,B,B,B,A,A,B,A,C,A,B,A,E,A,B,Espanhol,Sem problemas,451.0,479.1,504.1,405.5,80.0,40.0,40.0,80.0,40.0,280.0
210059602754,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Belo Horizonte,MG,C,E,F,C,3,D,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,A,D,B,B,Inglês,Sem problemas,571.8,596.5,616.8,638.6,160.0,180.0,160.0,140.0,200.0,840.0
210058954709,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Tianguá,CE,E,E,C,B,5,B,A,C,D,B,A,B,B,A,A,A,A,B,E,B,A,A,E,C,B,Espanhol,Sem problemas,547.4,592.6,551.2,593.3,160.0,200.0,180.0,200.0,200.0,940.0
210059897903,6,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Limoeiro,PE,E,E,F,F,6,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,606.5,520.5,493.6,641.9,100.0,120.0,120.0,100.0,60.0,500.0
210060441020,5,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Salvador,BA,D,B,A,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,Espanhol,Sem problemas,555.6,555.9,530.2,557.4,120.0,180.0,160.0,160.0,140.0,760.0
210060376451,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Marabá,PA,B,B,A,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,Espanhol,Sem problemas,459.8,579.5,557.0,501.3,160.0,200.0,140.0,200.0,180.0,880.0
