NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,municipio_prova,uf_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao
210061234985,11,Feminino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Alvorada,RS,C,E,C,D,2,C,A,B,B,A,A,B,B,B,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,475.3,579.7,561.7,647.9,120.0,120.0,80.0,100.0,0.0,420.0
210061337589,9,Feminino,1,Parda,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,São Paulo,SP,H,E,B,B,4,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,714.4,742.4,711.7,760.4,180.0,200.0,200.0,200.0,180.0,960.0
210059589781,8,Feminino,1,Parda,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Mirante da Serra,RO,H,E,F,B,3,G,A,B,D,A,B,B,B,B,A,A,B,A,B,A,A,A,C,B,B,Inglês,Sem problemas,512.3,553.4,540.8,558.1,140.0,180.0,180.0,200.0,200.0,900.0
210058061541,3,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Gonçalo dos Campos,BA,E,E,D,C,4,H,A,D,D,B,B,B,A,B,A,A,B,A,D,B,A,A,E,B,B,Inglês,Sem problemas,583.3,657.0,596.2,700.8,160.0,200.0,180.0,200.0,180.0,920.0
210059855124,12,Feminino,2,Indígena,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Manaus,AM,B,A,A,B,4,C,A,B,C,A,B,B,A,B,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,560.2,488.7,468.7,463.9,120.0,120.0,120.0,120.0,60.0,540.0
210058387335,8,Feminino,2,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Vitória da Conquista,BA,H,B,F,B,4,C,A,B,D,A,A,B,A,B,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,551.5,531.4,516.2,448.4,120.0,160.0,120.0,120.0,100.0,620.0
210059085139,7,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Santa Cruz do Capibaribe,PE,C,G,C,D,6,B,A,C,D,B,A,B,A,A,A,A,B,A,B,A,A,A,E,B,B,Inglês,Sem problemas,448.1,529.2,515.3,596.7,120.0,120.0,80.0,120.0,20.0,460.0
210060801603,11,Masculino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Aracaju,SE,D,B,B,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,A,C,B,B,Espanhol,Sem problemas,584.8,627.1,617.8,470.8,120.0,120.0,140.0,200.0,140.0,720.0
210059527738,6,Feminino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Aracaju,SE,H,D,C,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,457.4,412.6,476.4,355.0,120.0,160.0,140.0,180.0,180.0,780.0
210059388095,11,Feminino,1,Parda,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Crato,CE,H,E,F,C,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,A,Espanhol,Sem problemas,586.0,577.5,594.1,666.0,160.0,120.0,140.0,140.0,200.0,760.0
210059980951,4,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,F,F,D,D,3,E,A,C,C,B,A,B,B,B,A,A,B,B,C,B,A,A,D,C,B,Inglês,Sem problemas,588.4,618.8,614.9,694.4,120.0,120.0,120.0,120.0,60.0,540.0
210058061542,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Blumenau,SC,F,E,D,B,3,G,A,C,D,B,A,B,B,B,B,A,B,B,C,A,A,A,D,B,B,Inglês,Sem problemas,501.8,563.1,553.8,540.7,120.0,180.0,120.0,140.0,140.0,700.0
210059855125,2,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Sorocaba,SP,D,D,C,B,4,D,A,B,D,C,A,B,A,B,A,A,B,A,C,B,A,A,D,B,B,Inglês,Sem problemas,524.0,617.7,560.9,526.6,120.0,160.0,120.0,140.0,80.0,620.0
210058387336,13,Masculino,1,Parda,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Teresina,PI,D,E,A,B,5,C,A,C,C,A,D,B,A,B,A,B,B,A,C,A,A,A,E,C,B,Espanhol,Sem problemas,490.6,530.9,543.3,397.7,120.0,120.0,120.0,120.0,160.0,640.0
210059085140,11,Masculino,1,Branca,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Ibirité,MG,B,C,C,B,3,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,462.3,555.5,521.6,540.0,80.0,40.0,40.0,100.0,40.0,300.0
210059855127,4,Feminino,1,Preta,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Marabá,PA,E,E,F,B,2,B,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,A,C,A,B,Espanhol,Sem problemas,411.5,544.0,455.9,406.3,120.0,140.0,160.0,140.0,160.0,720.0
210059085142,4,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Natal,RN,E,B,C,C,3,D,A,C,C,A,A,B,B,B,A,A,A,A,B,A,A,A,D,B,B,Inglês,Sem problemas,626.8,390.7,497.2,723.0,100.0,120.0,100.0,100.0,180.0,600.0
210061327759,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Juiz de Fora,MG,D,D,B,C,4,B,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,414.2,494.2,536.7,493.5,120.0,120.0,120.0,120.0,40.0,520.0
210059587845,5,Masculino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nilópolis,RJ,E,B,B,F,4,B,A,C,C,A,A,B,A,B,A,A,A,A,B,A,B,A,D,B,B,Inglês,Sem problemas,500.6,611.4,613.7,619.5,120.0,200.0,120.0,140.0,160.0,740.0
210058941490,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Pinheiros,ES,E,E,D,D,5,E,A,C,C,B,B,B,D,B,A,A,B,A,B,A,A,A,D,A,B,Inglês,Sem problemas,441.6,496.1,428.0,661.1,120.0,140.0,120.0,140.0,160.0,680.0
210059982319,6,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Esplanada,BA,E,E,D,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,B,Inglês,Sem problemas,551.3,618.6,562.4,633.3,160.0,200.0,180.0,200.0,200.0,940.0
210060440974,4,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,D,D,B,B,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,495.6,367.7,425.3,417.6,60.0,100.0,80.0,40.0,0.0,280.0
210060373824,8,Masculino,1,Indígena,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Maceió,AL,B,C,C,C,3,B,A,B,C,B,B,B,B,A,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,433.6,486.5,469.7,410.6,60.0,80.0,40.0,60.0,0.0,240.0
210059527739,8,Masculino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Simão Dias,SE,H,H,B,B,3,A,B,C,C,A,A,B,B,A,A,A,A,A,B,A,A,A,C,A,A,Inglês,Sem problemas,525.5,579.3,517.8,618.6,120.0,80.0,80.0,100.0,40.0,420.0
210061103949,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Água Branca,PI,D,E,A,A,5,A,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,380.3,437.5,495.8,454.5,100.0,120.0,100.0,80.0,20.0,420.0
210059388096,4,Masculino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Macapá,AP,D,E,B,D,3,B,A,B,D,A,A,B,A,B,B,A,A,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,539.4,551.7,570.4,420.7,120.0,140.0,140.0,120.0,40.0,560.0
210058061543,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Manaus,AM,E,E,C,F,3,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,B,A,Inglês,Sem problemas,423.4,473.2,449.7,349.0,80.0,120.0,100.0,100.0,100.0,500.0
210058387337,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Salvador,BA,B,E,B,B,2,B,D,B,C,A,A,B,B,A,A,A,B,A,B,A,A,A,C,A,A,Espanhol,Sem problemas,506.5,518.2,515.4,428.2,140.0,40.0,40.0,140.0,40.0,400.0
210060801605,9,Masculino,1,Preta,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Cosmópolis,SP,A,B,F,B,3,B,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,504.5,611.7,606.3,472.8,160.0,180.0,140.0,160.0,160.0,800.0
210059527740,12,Masculino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Caruaru,PE,A,A,A,A,1,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,522.7,541.9,530.6,369.4,100.0,120.0,100.0,120.0,120.0,560.0
210061103950,4,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Caxambu,MG,E,F,C,D,3,D,A,C,C,B,A,B,B,B,A,A,B,B,B,A,B,A,D,B,B,Inglês,Sem problemas,565.2,580.7,629.4,650.5,120.0,200.0,140.0,160.0,140.0,760.0
210060214092,4,Masculino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,São Luís,MA,E,E,C,F,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,551.7,642.4,586.3,665.7,120.0,160.0,120.0,160.0,200.0,760.0
210059388097,3,Feminino,1,Branca,Brasileiro(a) Naturalizado(a),4,1,Não Respondeu,Não é treineiro,Barueri,SP,E,E,B,B,4,C,A,C,D,B,A,B,B,B,A,A,B,B,B,A,B,A,E,B,B,Espanhol,Sem problemas,411.4,468.4,469.7,362.2,120.0,100.0,80.0,100.0,120.0,520.0
210061234991,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Porto Velho,RO,E,E,A,A,2,C,A,C,C,B,A,B,B,B,B,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,418.3,410.3,364.0,337.2,120.0,80.0,80.0,100.0,60.0,440.0
210061337600,6,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Florianópolis,SC,D,C,B,B,4,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,A,Espanhol,Sem problemas,563.0,632.0,606.4,498.6,140.0,200.0,160.0,200.0,180.0,880.0
210059589787,5,Feminino,0,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Aliança,PE,A,G,A,A,2,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,430.7,370.2,536.6,515.4,120.0,140.0,120.0,120.0,100.0,600.0
210058941510,3,Feminino,1,Parda,Brasileiro(a),2,0,Privada,Não é treineiro,Santarém,PA,E,E,B,B,3,B,A,C,C,B,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,547.7,634.3,602.2,612.2,140.0,200.0,160.0,180.0,200.0,880.0
210059974460,11,Feminino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Belém,PA,E,E,D,B,3,C,A,B,D,B,B,B,A,B,A,A,A,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,395.5,515.6,549.0,490.8,140.0,40.0,40.0,120.0,40.0,380.0
210059982330,5,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Maceió,AL,A,B,B,A,5,B,A,B,C,A,A,B,A,B,A,A,A,B,B,A,A,A,C,A,B,Inglês,Sem problemas,461.8,591.2,561.3,525.8,100.0,200.0,160.0,160.0,200.0,820.0
210060440985,11,Masculino,0,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Caruaru,PE,B,B,A,A,2,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,501.6,499.4,458.0,439.7,120.0,120.0,120.0,120.0,80.0,560.0
210058573827,5,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Boqueirão,PB,C,E,C,A,3,B,A,B,C,A,B,B,B,B,B,A,A,A,B,B,A,A,D,A,B,Espanhol,Sem problemas,505.0,541.1,472.2,617.1,160.0,200.0,140.0,200.0,160.0,860.0
210059246983,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Birigui,SP,D,E,B,B,3,D,A,C,D,B,B,B,B,B,A,A,B,B,B,B,A,A,D,B,B,Inglês,Sem problemas,509.2,413.7,497.7,608.0,160.0,120.0,140.0,160.0,140.0,720.0
210061234992,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Cedro,CE,C,C,A,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,415.8,399.3,459.5,366.4,120.0,200.0,120.0,120.0,80.0,640.0
210058941511,5,Masculino,1,Preta,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,São Gonçalo,RJ,E,E,D,D,2,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,B,C,B,B,Inglês,Sem problemas,479.2,412.2,494.5,561.9,120.0,100.0,100.0,120.0,80.0,520.0
210059974461,2,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sobral,CE,B,C,B,B,2,A,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,444.7,454.3,423.4,454.4,120.0,100.0,80.0,120.0,40.0,460.0
210059982331,11,Feminino,1,Parda,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Santana,AP,C,D,A,A,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,393.0,501.7,511.6,349.0,100.0,120.0,120.0,120.0,60.0,520.0
210060440986,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,D,D,B,B,2,C,A,B,C,A,A,B,A,B,A,B,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,470.5,526.2,509.6,544.4,120.0,140.0,120.0,120.0,180.0,680.0
210058573828,6,Feminino,1,Preta,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Bayeux,PB,B,E,C,B,1,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,430.3,509.8,388.9,486.1,120.0,120.0,120.0,100.0,120.0,580.0
210061337603,5,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Mangaratiba,RJ,E,E,C,F,3,C,A,B,B,A,A,C,A,B,A,A,B,A,B,A,B,A,D,A,B,Inglês,Sem problemas,393.5,499.6,510.3,476.1,140.0,140.0,140.0,80.0,80.0,580.0
210059589789,3,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Cristóvão,SE,D,D,B,A,6,C,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,A,D,B,B,Inglês,Sem problemas,534.1,540.5,551.8,433.8,120.0,200.0,140.0,160.0,200.0,820.0
210059982332,3,Masculino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Xinguara,PA,B,D,A,A,7,E,A,C,E,C,C,C,C,B,A,A,A,A,B,A,B,A,E,A,B,Inglês,Sem problemas,394.9,520.9,455.0,354.9,100.0,40.0,40.0,120.0,40.0,340.0
210060373837,7,Feminino,1,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Natal,RN,B,D,C,B,2,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,534.2,360.7,531.4,477.1,160.0,180.0,160.0,180.0,160.0,840.0
210059246985,4,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Campina Grande,PB,F,E,D,B,3,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,B,C,B,B,Inglês,Sem problemas,558.5,641.7,606.2,731.1,140.0,200.0,180.0,180.0,200.0,900.0
210061337605,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Manuel,SP,E,E,C,B,4,C,A,B,D,A,B,B,B,A,A,A,B,A,B,A,A,A,E,A,B,Inglês,Sem problemas,538.0,574.0,585.2,579.1,120.0,140.0,120.0,160.0,140.0,680.0
210059589790,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Mairinque,SP,E,E,C,C,3,G,A,C,C,B,A,B,A,B,A,A,B,B,C,A,A,B,D,B,B,Inglês,Sem problemas,555.5,614.4,521.7,682.6,100.0,100.0,80.0,100.0,100.0,480.0
210058941515,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Guarulhos,SP,H,H,B,F,2,C,A,C,C,A,A,B,B,B,A,A,B,A,C,A,A,A,C,A,B,Inglês,Sem problemas,450.1,519.0,494.0,476.9,140.0,180.0,140.0,140.0,100.0,700.0
210059974463,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Rio de Janeiro,RJ,B,D,C,B,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,448.1,508.8,484.3,365.3,120.0,200.0,120.0,120.0,120.0,680.0
210059982333,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Brasília,DF,G,G,C,B,4,J,A,C,D,C,A,B,A,B,A,A,B,A,B,A,A,A,E,D,B,Inglês,Sem problemas,631.6,629.9,610.1,583.1,140.0,200.0,120.0,120.0,140.0,720.0
210060440988,4,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Belo Horizonte,MG,E,E,D,A,4,E,A,B,C,B,A,B,B,B,A,A,B,B,C,A,A,A,E,C,B,Inglês,Sem problemas,678.6,666.1,647.1,831.8,160.0,200.0,160.0,140.0,140.0,800.0
210058573830,15,Feminino,2,Parda,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Vila Velha,ES,B,B,B,B,4,C,A,B,C,A,B,B,A,A,A,A,B,A,D,A,A,A,E,A,B,Espanhol,Sem problemas,468.2,532.2,511.6,429.4,120.0,120.0,120.0,120.0,40.0,520.0
210059246986,7,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Tucuruí,PA,E,D,C,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,443.8,599.2,588.3,461.0,100.0,160.0,140.0,180.0,120.0,700.0
210061337607,17,Feminino,3,Branca,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Bayeux,PB,G,A,A,A,2,E,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,440.3,562.4,507.8,487.0,120.0,120.0,120.0,120.0,140.0,620.0
210060440989,12,Masculino,2,Parda,Brasileiro(a),4,14,Não Respondeu,Não é treineiro,Jaguaribe,CE,A,E,A,A,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,590.9,585.2,600.4,716.6,120.0,40.0,40.0,140.0,40.0,380.0
210058573831,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Serra,ES,E,D,F,B,3,C,B,B,C,A,A,B,B,A,A,A,B,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,447.9,534.0,512.5,615.7,140.0,200.0,180.0,180.0,140.0,840.0
210059246987,8,Feminino,1,Preta,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Guarapari,ES,D,B,B,B,4,C,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,E,A,A,Inglês,Sem problemas,560.4,665.5,651.5,653.3,160.0,180.0,160.0,160.0,160.0,820.0
210061234997,12,Masculino,2,Preta,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Maceió,AL,B,E,C,C,3,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,Inglês,Sem problemas,473.4,484.9,497.7,337.0,120.0,120.0,120.0,120.0,80.0,560.0
210059974465,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Carlos Barbosa,RS,F,E,D,D,4,J,A,D,D,C,A,B,B,B,B,A,B,B,E,A,B,A,E,B,B,Inglês,Sem problemas,522.1,599.2,612.5,689.8,160.0,200.0,140.0,180.0,180.0,860.0
210060440990,5,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Recife,PE,C,E,B,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Inglês,Sem problemas,456.1,485.8,482.5,446.3,140.0,120.0,120.0,120.0,120.0,620.0
210060373840,6,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Maceió,AL,A,A,B,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,499.9,575.5,466.9,450.5,100.0,180.0,100.0,120.0,120.0,620.0
210058573822,5,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Belém,PA,H,C,F,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,432.1,442.6,484.5,543.1,140.0,140.0,120.0,160.0,180.0,740.0
210059246978,3,Feminino,1,Branca,Brasileiro(a) Naturalizado(a),2,0,Pública,Não é treineiro,Santa Cruz do Sul,RS,E,E,C,B,2,C,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,527.6,551.7,578.6,655.8,180.0,180.0,140.0,140.0,120.0,760.0
210061234987,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Tubarão,SC,B,B,A,C,4,B,A,B,C,B,B,B,A,B,A,A,B,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,594.4,582.7,566.6,665.0,160.0,200.0,180.0,140.0,200.0,880.0
210060440981,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Imperatriz,MA,B,C,C,F,4,E,A,C,C,B,A,B,B,B,A,A,B,A,C,B,A,A,D,B,B,Inglês,Sem problemas,608.0,627.5,677.4,726.4,160.0,200.0,180.0,160.0,180.0,880.0
210060373831,1,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Campo Formoso,BA,E,E,C,F,5,B,A,B,C,B,A,B,A,A,A,A,B,A,B,B,A,A,E,A,B,Inglês,Sem problemas,481.4,609.6,588.3,690.4,140.0,140.0,140.0,120.0,120.0,660.0
210061234988,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Brasília,DF,C,D,D,D,3,G,A,B,C,B,B,C,B,B,A,A,B,A,B,A,A,B,D,B,B,Espanhol,Sem problemas,518.1,558.1,540.1,571.7,120.0,120.0,120.0,120.0,100.0,580.0
210061337594,4,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,João Pessoa,PB,E,E,B,B,5,B,A,C,D,A,A,B,A,B,A,A,A,A,C,A,A,A,A,B,B,Inglês,Sem problemas,430.5,589.7,455.7,499.6,140.0,120.0,120.0,120.0,80.0,580.0
210060440983,2,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,C,E,C,D,3,C,A,B,C,A,A,B,A,A,A,A,A,A,C,A,A,A,D,A,B,Inglês,Sem problemas,520.3,589.9,596.6,644.1,180.0,200.0,180.0,200.0,160.0,920.0
210060373833,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Brasília,DF,D,D,F,B,4,B,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,E,A,B,Inglês,Texto insuficiente,470.0,376.5,454.6,358.0,0.0,0.0,0.0,0.0,0.0,0.0
210058573825,5,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Caratinga,MG,C,F,C,D,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,660.3,658.6,631.4,766.1,180.0,200.0,160.0,200.0,200.0,940.0
210061337598,11,Feminino,1,Parda,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Barueri,SP,H,B,F,B,2,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,494.7,517.2,518.0,402.6,120.0,100.0,100.0,120.0,0.0,440.0
210058941508,6,Feminino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Macapá,AP,E,B,B,B,8,A,A,B,D,A,A,B,A,B,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,484.9,504.8,503.4,445.7,140.0,180.0,160.0,160.0,120.0,760.0
210060373834,6,Feminino,1,Preta,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Floriano,PI,B,B,B,B,3,B,B,B,C,A,A,B,A,A,A,A,A,B,B,A,A,A,C,A,B,Espanhol,Sem problemas,409.1,315.1,391.9,373.1,120.0,160.0,140.0,140.0,120.0,680.0
210059589784,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Brasília,DF,G,G,D,D,2,K,A,B,C,C,A,B,A,B,A,A,B,A,C,A,B,B,D,B,B,Inglês,Sem problemas,476.1,521.9,495.9,466.2,120.0,160.0,140.0,140.0,120.0,680.0
210058941505,4,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Forquilha,CE,A,C,B,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,596.3,527.5,563.8,702.0,160.0,200.0,180.0,180.0,160.0,880.0
210059974457,11,Feminino,2,Branca,Brasileiro(a) Naturalizado(a),4,0,Não Respondeu,Não é treineiro,Aracaju,SE,B,B,B,A,6,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,A,Espanhol,Sem problemas,439.5,537.8,450.2,484.2,120.0,120.0,120.0,60.0,80.0,500.0
